,,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,,,,,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Zach Pascal,,0,WR,WR4,3000,ARI,@ LAR,8,20.75,6.7,2.4,1.2,0,0,0,0,0,0,0,0,0,1.61,0.041,1.61,0.97,9.39,0.07,0,0,0,0,0,0,2.33,2.33,0,0,15.73,2.33,2.33,0,100,,0,0.8,54,109,109,60,256,256,0.03,,,,,,0.53,0.09,0.59,,3.58,2.14,26.04,0.2,,,,,,,
Derius Davis,,0,WR,WR4,3300,LAC,vs DAL,32,24.25,3.2,0,3.1,0,0,0,0,0,0,0,0,0,1.43,0.0377,1.43,1.15,9.75,0.03,0,0,0,0,0,0,2.31,2.31,0,0,8.71,2.31,2.31,0,100,,0,0.7,51,110,110,57,257,257,,,,,,,,1,15.25,,1,1,6,,,,,,,,
Dyami Brown,,0,WR,WR4,3000,WAS,@ ATL,30,20.25,5.6,4,2.9,0,0,0,0,0,0,0,0,0,1.61,0.046,1.61,0.81,12.59,0.03,0,0,0,0,0,0,2.25,2.25,0,0,13.45,2.25,2.25,0,100,,0,0.8,54,111,111,60,258,258,,,,,,,,0.08,0.46,,2.04,0.96,16.46,0.08,,,,,,,
Ty Montgomery,,0,WR,WR3,3000,NE,@ LV,25,19.25,7.1,10.3,1.3,0,0,0,0,0,0,0,0,0,1.7,0.0526,1.7,1.12,8.2,0.03,0,0,0,0,0,0,2.12,2.12,0,0,16.32,2.12,2.12,0,100,,0,0.7,54,112,112,60,259,259,,,,,,,,3.5,15.56,0.11,2.7,1.89,14.76,0.05,,,,,,,
Ke'Shawn Vaughn,,0,RB,RB2,4200,TB,vs DET,20,20.25,4.1,1.7,2.9,0,0,0,0,0,0.1956,4.6,16.07,0.06,4.6,0,0,0,0,0,0,0,0,0,0,0,1.97,1.97,0,0,10.17,1.97,1.97,0,100,,0,0.5,37,57,57,48,260,260,,,,,,,,4.63,18.84,0.11,1.21,0.68,4.32,0.05,,,,,,,
Jameson Williams,,0,WR,WR3,3600,DET,@ TB,28,23.25,3.8,2.5,2.2,0,0,0,0,0,0,0,0,0,1.62,0.0486,1.62,0.51,6.53,0.13,0,0,0,0,0,0,1.94,1.94,0,0,9.54,1.94,1.94,0,100,,0,0.5,48,113,113,54,261,261,,,,,,,,0.14,5.71,,1.71,0.43,6.14,0.14,,,,,,,
Jack Stoll,!,0,TE,TE2,2500,PHI,@ NYJ,15,24,1.7,2.6,1.5,0,0,0,0,0,0,0,0,0,1.28,0.0405,1.28,1.02,8.56,0,0,0,0,0,0,0,1.88,1.88,0,0,5.28,1.88,1.88,0,100,,15,0.8,26,53,53,65,262,262,,,,,,,,,,,1.38,1.06,9.69,,,,,,,,
Tim Jones,,0,WR,WR4,3000,JAC,vs IND,16,25.25,1.3,0,1,0,0,0,0,0,0,0,0,0,1.39,0.0358,1.39,0.84,6.49,0.03,0,0,0,0,0,0,1.67,1.67,0,0,4.27,1.67,1.67,0,100,,0,0.6,54,114,114,60,263,263,,,,,,,,,,,1.25,0.75,2.5,,,,,,,,
Ronnie Rivers,,0,RB,RB2,4300,LAR,vs ARI,32,27.75,3.2,5,1.8,0,0,0,0,0,0.1297,3.64,15.91,0.01,3.64,0,0,0,0,0,0,0,0,0,0,0,1.65,1.65,0,0,8.05,1.65,1.65,0,100,,0,0.4,36,58,58,47,264,264,,,,,,,,2.71,9.86,,1.14,1.14,6.14,,,,,,,,
Khadarel Hodge,,0,WR,WR4,3000,ATL,vs WAS,9,22.25,3.2,3.2,2.8,0,0,0,0,0,0,0,0,0,0.95,0.0371,0.95,0.63,8.08,0.02,0,0,0,0,0,0,1.56,1.56,0,0,7.96,1.56,1.56,0,100,,0,0.5,54,115,115,60,265,265,,,,,,,,0.02,,,1.8,1.04,15.04,0.02,,,,,,,
Tre Tucker,!,0,WR,WR4,3000,LV,vs NE,23,22.25,0.9,0,2.5,0,0,0,0,0,0,0,0,0,1.16,0.0346,1.16,0.52,7,0.04,0,0,0,0,0,0,1.46,1.46,0,0.11,3.26,1.46,1.46,0,100,,0,0.5,54,116,116,60,266,266,,,,,,,,1,25,,1,,,,,,,,,,
Keaontay Ingram,!,0,RB,RB1,4500,ARI,@ LAR,25,20.75,3.1,1.8,1.1,0,0,0,0,0,0.226,5.89,10.34,0.06,5.89,0,0,0,0,0,0,0,0,0,0,0,1.39,1.39,0,0,7.59,1.39,1.39,0,100,,0,0.3,34,59,59,45,267,267,,,,,,,,3,5.77,0.08,0.46,0.38,2.23,,,,,,,,
Keith Kirkwood,,0,WR,WR4,3000,NO,@ HOU,7,21.75,3.1,1.3,0.3,0,0,0,0,0,0,0,0,0,1.38,0.0455,1.38,0.52,5.07,0.04,0,0,0,0,0,0,1.27,1.27,0,0,7.47,1.27,1.27,0,100,,3,0.4,54,117,117,60,268,268,,,,,,,,,,,2.11,1.11,14.33,0.11,,,,,,,
Trayveon Williams,,0,RB,RB2,4400,CIN,vs SEA,21,24.25,2.5,1.1,0.9,0,0,0,0,0,0.0447,1.11,5.01,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,5.5,0.5,0.5,0,100,,0,0.1,35,60,60,46,269,269,,,,,,,,2.36,11.73,,0.64,0.45,3.09,,,,,,,,
Xavier Gipson,,0,WR,WR4,3000,NYJ,vs PHI,27,17,1.2,0,0.3,0,0,0,0,0,0,0,0,0,0.16,0.0053,0.16,0.14,0.81,0,0,0,0,0,0,0,0.22,0.22,0,0,2.62,0.22,0.22,0,100,,0,0.1,54,118,118,60,270,270,,,,,,,,0.4,2.6,,0.2,0.2,0.8,,,,,,,,
Jaleel McLaughlin,,0,RB,RB3,5200,DEN,@ KC,13,18.75,8.1,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,11,0,27,61,61,38,271,271,,,,,,,,4.4,32,0.2,1.6,1.4,9.2,0.4,,,,,,,
Tyrod Taylor,,0,QB,QB2,5100,NYG,@ BUF,3,15.25,8.7,6.7,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,40,0,24,31,31,39,271,271,23.76,14.58,163.95,0.38,2.39,0.91,84.86,5.3,29.97,0.27,0.03,0.02,0.06,,,,,,,,
Drew Lock,,0,QB,QB2,4900,SEA,@ CIN,31,21.25,8.6,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,37,0,26,31,31,41,271,271,28.64,16.92,192.12,0.8,1.32,1,78.39,2.92,11.84,0.2,0.04,0.04,0.04,,,,,,,,
Aidan O'Connell,,0,QB,QB3,4900,LV,vs NE,17,22.25,0,0,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,31,31,41,271,271,39,24,238,1,7,,68.1,3,3,1,,,,,,,,,,,
Zamir White,,0,RB,RB3,4900,LV,vs NE,9,22.25,1,0.6,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,30,61,61,41,271,271,,,,,,,,1.79,7.79,,0.07,0.07,0.36,,,,,,,,
Brett Rypien,,0,QB,QB2,4900,LAR,vs ARI,12,27.75,5.1,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,7,0,26,31,31,41,271,271,18.57,11.43,111.14,1.14,1.29,0.57,56.36,1.57,0.29,,,,,,,,,,,,
Malik Willis,,0,QB,QB2,4800,TEN,vs BAL,9,18.5,4.3,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,27,31,31,42,271,271,8.71,4.43,39.43,0.43,,,,3.86,17.57,0.14,,,,,,,,,,,
Kyle Allen,,0,QB,QB2,4800,BUF,vs NYG,11,29.25,8.3,10.5,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,30,0,27,31,31,42,271,271,27.08,16.96,182.08,0.81,2.31,1,77.79,2.27,6.46,0.15,,,,,,,,,,,
Jake Browning,,0,QB,QB2,4800,CIN,vs SEA,14,24.25,0,0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,27,31,31,42,271,271,1,,,,,,2.1,1,-1,,,,,,,,,,,,
C.J. Beathard,,0,QB,QB2,4800,JAC,vs IND,27,25.25,8.7,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,14,0,27,31,31,42,271,271,21.33,12.58,147.75,0.58,1.96,0.75,73.78,2.33,9.63,0.17,,,,,,,,,,,
Andy Dalton,,0,QB,QB2,4800,CAR,@ MIA,24,17.75,7.7,13.4,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,52,0,27,31,31,42,271,271,32.14,20.26,228.38,0.75,2.18,1.41,89.11,2.57,8.19,0.11,0.02,0.02,-0.07,,,,,,,,
Kyle Trask,,0,QB,QB2,4800,TB,vs DET,19,20.25,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,27,31,31,42,271,271,9,3,23,,,,42.4,,,,,,,,,,,,,,
Tyler Huntley,,0,QB,QB2,4700,BAL,@ TEN,25,22.5,8.9,10.6,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,9,0,28,31,31,43,271,271,20.33,13.33,116.93,0.47,1.67,0.33,65.63,6.8,30.8,0.2,,,,,,,,,,,
Jarrett Stidham,,0,QB,QB2,4700,DEN,@ KC,10,18.75,9.1,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,28,31,31,43,271,271,11.91,7,84.18,0.64,1.09,0.55,50.5,2.09,8.09,,,,,,,,,,,,
Easton Stick,,0,QB,QB2,4700,LAC,vs DAL,22,24.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,28,31,31,43,271,271,1,1,4,,,,83.3,1,-2,,,,,,,,,,,,
Cooper Rush,,0,QB,QB2,4700,DAL,@ LAC,4,26.25,6.8,7.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,28,31,31,43,271,271,12.76,7.59,88.41,0.24,0.65,0.47,81.54,1.41,0.41,,,,,,,,,,,,
Tyson Bagent,,0,QB,QB2,4700,CHI,vs MIN,20,21.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,28,31,31,43,271,271,,,,,,,,,,,,,,,,,,,,,
Dorian Thompson-Robinson,,0,QB,QB2,4700,CLE,vs SF,23,15.75,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,28,31,31,43,271,271,36,19,121,3,4,,25.3,4,24,,,,,,,,,,,,
Jameis Winston,,0,QB,QB2,4700,NO,@ HOU,8,21.75,8.8,17.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,52,0,28,31,31,43,271,271,32.42,19.86,249.35,1.1,2.22,1.58,81.54,3.35,13.85,0.13,,,,,,,,,,,
Sam Ehlinger,,0,QB,QB2,4700,IND,@ JAC,26,21.25,5.6,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,3,0,28,31,31,43,271,271,14.43,9.14,81.86,0.43,2,0.43,45.71,2.86,13.71,,,,,,,,,,,,
Mike White,,0,QB,QB2,4700,MIA,vs CAR,16,30.75,9.4,16.9,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,35,0,28,31,31,43,271,271,34.33,21.44,245.78,1.33,1.44,1,117.14,1.33,0.78,0.11,,,,,,,,,,,
Teddy Bridgewater,,0,QB,QB2,4700,DET,@ TB,21,23.25,8.6,9,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,33,0,28,31,31,43,271,271,25.59,17.12,187.08,0.53,1.97,0.92,80.67,2.68,9.62,0.15,,,,,,,,,,,
Brian Hoyer,,0,QB,QB2,4700,LV,vs NE,17,22.25,9.6,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,28,31,31,43,271,271,20.49,12.47,138.82,0.44,1.22,0.76,65.58,1.49,0.73,0.02,,,,,,,,,,,
Tony Jones,,0,RB,RB3,4600,ARI,@ LAR,25,20.75,3.9,3.5,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,33,61,61,44,271,271,,,,,,,,5.18,14.65,0.12,1.29,0.82,4.71,,,,,,,,
Blaine Gabbert,,0,QB,QB2,4600,KC,vs DEN,32,28.75,8.2,5.2,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,9,0,29,31,31,44,271,271,19.33,11.54,126.62,0.64,1.67,0.72,63.82,3.1,11.49,0.08,0.03,0.03,-0.41,,,,,,,,
Taylor Heinicke,,0,QB,QB2,4600,ATL,vs WAS,30,22.25,7.6,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,39,0,29,31,31,44,271,271,26.16,16.71,180.9,0.77,1.94,1.06,87.89,3.03,14.26,0.06,0.03,0.03,-0.06,,,,,,,,
Marcus Mariota,,0,QB,QB2,4600,PHI,@ NYJ,5,24,9.4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,38,0,29,31,31,44,271,271,24.52,15.29,182.55,0.62,2.21,1.09,83.51,4.07,23.79,0.2,0.05,0.03,0.78,0.02,,,,,,,
Gary Brightwell,!,0,RB,RB3,4500,NYG,@ BUF,12,15.25,2.5,1.9,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,34,61,61,45,271,271,,,,,,,,1.58,6.31,0.04,0.62,0.42,3.54,,,,,,,,
Travis Homer,!,0,RB,RB3,4500,CHI,vs MIN,16,21.25,4.4,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,34,61,61,45,271,271,,,,,,,,2.31,11.38,0.02,1.55,1.31,11.81,0.05,,,,,,,
Khari Blasingame,,0,RB,FB1,4500,CHI,vs MIN,16,21.25,1.5,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,34,61,61,45,271,271,,,,,,,,0.48,1.39,,0.61,0.43,4.22,,,,,,,,
Sam Darnold,,0,QB,QB2,4500,SF,@ CLE,1,21.75,8.5,15.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,38,0,30,31,31,45,271,271,29.43,17.58,196.13,0.92,2.38,1.02,74.93,3.22,12.33,0.2,,,,,,,,,,,
Salvon Ahmed,,0,RB,RB3,4500,MIA,vs CAR,29,30.75,5.8,2.4,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,34,61,61,45,271,271,,,,,,,,5.88,22.24,0.16,1.6,1.08,8.56,,,,,,,,
Sean Tucker,,0,RB,RB3,4500,TB,vs DET,20,20.25,1.9,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,34,61,61,45,271,271,,,,,,,,5,7.67,,0.67,0.67,3,,,,,,,,
Clayton Tune,,0,QB,QB2,4500,ARI,@ LAR,6,20.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,30,31,31,45,271,271,,,,,,,,,,,,,,,,,,,,,
Eric Gray,,0,RB,RB4,4400,NYG,@ BUF,12,15.25,1.4,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,61,61,46,271,271,,,,,,,,2.4,5,,0.2,0.2,0.2,,,,,,,,
Davis Mills,,0,QB,QB2,4400,HOU,vs NO,2,20.75,7.6,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,45,0,31,31,31,46,271,271,31.18,19.82,206.5,0.89,2.21,1.18,82.78,1.79,5.43,0.07,,,,,,,,,,,
Jacoby Brissett,,0,QB,QB2,4300,WAS,@ ATL,18,20.25,8.4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,20,0,32,31,31,47,271,271,21.6,13.19,141.78,0.32,1.77,0.66,67.08,3.12,12.27,0.21,0.01,0.01,0.03,,,,,,,,
Pierre Strong,,0,RB,RB3,4300,CLE,vs SF,1,15.75,5,6.8,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,2,0,36,61,61,47,271,271,,,,,,,,2.88,22.13,0.25,1,0.88,5.25,,,,,,,,
Craig Reynolds,,0,RB,RB3,4300,DET,@ TB,3,23.25,4.9,5.1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,8,0,36,61,61,47,271,271,,,,,,,,5.81,25.63,0.06,1.25,1.13,10.56,,,,,,,,
Bailey Zappe,,0,QB,QB2,4300,NE,@ LV,15,19.25,7,12.2,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,19,0,32,31,31,47,271,271,18.33,12,143.33,0.5,0.17,0.83,17.58,1.67,,,0.17,0.17,-1,,,,,,,,
Clyde Edwards-Helaire,,0,RB,RB3,4200,KC,vs DEN,30,28.75,7.1,9.8,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,37,0,37,61,61,48,271,271,,,,,,,,10.5,45.13,0.32,2.79,2.03,15.89,0.16,,,,,,,
Damien Harris,,0,RB,RB3,4200,BUF,vs NYG,26,29.25,7.1,8.3,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,32,0,37,61,61,48,271,271,,,,,,,,11.21,52.1,0.5,1.24,1,7.07,,,,,,,,
Isaiah Spiller,,0,RB,RB3,4200,LAC,vs DAL,15,24.25,1.8,1.7,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,37,61,61,48,271,271,,,,,,,,3.25,7.88,,0.63,0.63,3.5,,,,,,,,
Deuce Vaughn,,0,RB,RB3,4200,DAL,@ LAC,22,26.25,2.1,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,22,0,37,61,61,48,271,271,,,,,,,,5,10,,1.25,1.25,4.75,,,,,,,,
Will Levis,,0,QB,QB3,4000,TEN,vs BAL,9,18.5,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,33,31,31,50,271,271,,,,,,,,,,,,,,,,,,,,,
Josh Johnson,,0,QB,QB3,4000,BAL,@ TEN,25,22.5,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,36,0,33,31,31,50,271,271,27,18.33,207,0.67,1,1.67,67.23,3,9.33,,,,,,,,,,,,
Patrick Ricard,,0,RB,FB1,4000,BAL,@ TEN,4,22.5,1.4,1.3,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,39,61,61,50,271,271,,,,,,,,,,,,,,,,,,,,,
Dwayne Washington,,0,RB,RB4,4000,DEN,@ KC,13,18.75,2.7,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,39,61,61,50,271,271,,,,,,,,3.73,13.16,0.02,0.47,0.36,2.24,,,,,,,,
Michael Burton,,0,RB,FB1,4000,DEN,@ KC,13,18.75,1.9,0.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,39,61,61,50,271,271,,,,,,,,,,,,,,,,,,,,,
Reggie Gilliam,,0,RB,FB1,4000,BUF,vs NYG,26,29.25,2.6,3.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,39,61,61,50,271,271,,,,,,,,0.15,0.15,,0.9,0.7,5.55,0.1,,,,,,,
Trey Lance,,0,QB,QB3,4000,DAL,@ LAC,4,26.25,7.4,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,26,0,33,31,31,50,271,271,12.75,7,99.63,0.38,0.75,0.63,71.03,6.75,29.38,0.13,,,,,,,,,,,
Elijah Dotson,,0,RB,RB4,4000,LAC,vs DAL,15,24.25,0,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,39,61,61,50,271,271,,,,,,,,4,6,,2,2,13,,,,,,,,
Hunter Luepke,,0,RB,FB1,4000,DAL,@ LAC,22,26.25,2.6,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,39,61,61,50,271,271,,,,,,,,0.75,3.25,0.25,0.25,0.25,3,,,,,,,,
Logan Woodside,,0,QB,QB3,4000,ATL,vs WAS,30,22.25,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,33,31,31,50,271,271,0.33,0.11,0.78,,,,15.04,1.44,0.44,,,,,,,,,,,,
Chris Rodriguez Jr.,,0,RB,RB3,4000,WAS,@ ATL,2,20.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,39,61,61,50,271,271,,,,,,,,,,,,,,,,,,,,,
Cordarrelle Patterson,,0,RB,RB3,4000,ATL,vs WAS,18,22.25,7,12.4,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,39,61,61,50,271,271,0.01,,,,,,0.32,3.59,16.71,0.15,2.32,1.72,15.54,0.08,,,,,,,
Keith Smith,,0,RB,FB1,4000,ATL,vs WAS,18,22.25,1.1,0.2,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,39,61,61,50,271,271,,,,,,,,,,,,,,,,,,,,,
Jaren Hall,,0,QB,QB2,4000,MIN,@ CHI,28,23.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,33,31,31,50,271,271,,,,,,,,,,,,,,,,,,,,,
Ty Chandler,,0,RB,RB3,4000,MIN,@ CHI,28,23.25,1.3,2,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,41,0,39,61,61,50,271,271,,,,,,,,2.33,10.33,,0.83,0.67,5.17,,,,,,,,
C.J. Ham,,0,RB,FB1,4000,MIN,@ CHI,28,23.25,2.4,2.8,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,39,61,61,50,271,271,,,,,,,,,,,,,,,,,,,,,
DeeJay Dallas,,0,RB,RB3,4000,SEA,@ CIN,8,21.25,4.9,3.1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,39,61,61,50,271,271,0.02,,,0.02,,,,2.38,9.91,0.09,1.44,1.27,8.49,0.02,,,,,,,
Chase Brown,,0,RB,RB3,4000,CIN,vs SEA,21,24.25,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,39,61,61,50,271,271,,,,,,,,0.25,0.5,,0.5,0.5,-0.25,,,,,,,,
Chris Evans,,0,RB,RB4,4000,CIN,vs SEA,21,24.25,4.7,1.4,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,39,61,61,50,271,271,,,,,,,,1,4.68,,1.16,1,9.89,0.16,,,,,,,
Brandon Allen,,0,QB,QB3,4000,SF,@ CLE,1,21.75,7.7,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,33,31,31,50,271,271,18.79,10.64,115.07,0.43,1.5,0.71,74.05,2.36,4.57,,0.07,,,,,,,,,,
Jordan Mason,,0,RB,RB3,4000,SF,@ CLE,23,21.75,3.5,4,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,15,0,39,61,61,50,271,271,,,,,,,,4.92,29,0.17,0.17,0.08,1.08,,,,,,,,
Tyrion Davis-Price,,0,RB,RB4,4000,SF,@ CLE,23,21.75,1.2,2,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,40,0,39,61,61,50,271,271,,,,,,,,6.67,20,,0.33,,,,,,,,,,
Kyle Juszczyk,,0,RB,FB1,4000,SF,@ CLE,23,21.75,3.9,4.1,4.9,0,0,0,0,0,0,0,0,0,1.4,0.0501,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,22,0,39,61,61,50,271,271,,,,,,,,,,,,,,,,,,,,,
